id,form,type,translation_lexeme,analysis,translation
2557.1,majan,word,roarer,DHATU.maja~. KRT.Satf Nom.M.S,"O thunderbolt[RV] bearer[RV], O mighty[RV] roarer[√मज् शतृ] powerful[RV]"
2558.1,SAmam,word,healing,MW.SAma.215559 Acc.M.S,O healing[MW] seizer[हृ शतृ]
2558.1,A,stem,fully,MW.A.22015.40,O healing[MW] seizer[हृ शतृ]
2558.1,haran,word,Seizer,DHATU.hf. KRT.Satf Voc.M.S,O healing[MW] seizer[हृ शतृ]
2559.1,rama,stem,beloved,MW.rama.175087,"O calmed[MBh,RV] Roarer[आ-तन्]"
2559.1,mana,word,minded,MW.mana.156714 Voc.M.S,"O calmed[MBh,RV] Roarer[आ-तन्]"
2559.1,A,stem,fully,MW.A.22015.75,"O calmed[MBh,RV] Roarer[आ-तन्]"
2559.1,tAna,word,roarer,DHATU.tana~.Curadi MW.tan.82220 KRT.ac Voc.M.S,"O calmed[MBh,RV] Roarer[आ-तन्]"
2561.1,Anavam,word,beneficent,MW.Anava.24487 Acc.M.S,The shining one[√भास्] kind to men[RV]
2561.1,BAsam,word,shining,MW.BAsa.150601 Acc.M.S,The shining one[√भास्] kind to men[RV]
2562.1,tsara,stem,stealthy,DHATU.tsara~. KRT.ac,O disguised one [stealthy:RV clothes:RV][SR: uṣṇīṣin]
2562.1,vasman,word,clothes,MW.vasman.189235 Voc.M.S,O disguised one [stealthy:RV clothes:RV][SR: uṣṇīṣin]
2563.1,avamam,word,intimate,MW.avama.17762 Acc.M.S,The dearest[RV] excellent[RV] one
2563.1,varam,word,excellent,MW.varam.186779.16 Nom.M.S,The dearest[RV] excellent[RV] one
2564.1,aDa,word,indeed,INDC.aDa.3951,Indeed[RV] the people[RV] creating[MBh] Bearer[MBh]
2564.1,jana,stem,people,MW.jana.76739,Indeed[RV] the people[RV] creating[MBh] Bearer[MBh]
2564.1,vaham,word,bearer,MW.vaha.189259 Acc.M.S,Indeed[RV] the people[RV] creating[MBh] Bearer[MBh]
2564.1,tURam,word,bearer,MW.tURa. Acc.M.S,Indeed[RV] the people[RV] creating[MBh] Bearer[MBh]
2566.1,SatadA,stem,giver of a hundred,MW.SatadA.211920,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv]
2566.1,rava,word,Roaring,MW.rava.175305 Voc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv]
2566.1,Ama,word,serve,DHATU.ama~.Bhvadi TIN.liw.1.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv]
2566.1,maham,word,great,MW.maha.159156 Acc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv]
2566.1,mAKam,word,sacrifice,MW.mAKa.161941 Acc.M.S,O Roaring[√रु अच्] Giver of plenty[SV]! may I serve[√अम् लिट् 1s] this great[RV] sacrifice[Hariv]
2568.1,Arava,word,roarer,MW.Arava.26220 Voc.M.S,"O roarer[Pāṇ], protector[RV] of the sacrifice[Hariv][L>R]"
2568.1,maKa,stem,sacrifice,MW.maKa.154034,"O roarer[Pāṇ], protector[RV] of the sacrifice[Hariv][L>R]"
2568.1,pa,word,protector,MW.pa.113043 Voc.M.S,"O roarer[Pāṇ], protector[RV] of the sacrifice[Hariv][L>R]"
2569.1,radDA,stem,subduing,MW.radDf.174812 Nom.M.S,"The subduing[Bhaṭṭ] Roaring[Śis] mighty[RV] one, The churner[√मथ् अच्]"
2569.1,Arava,stem,roaring,MW.Arava.26220,"The subduing[Bhaṭṭ] Roaring[Śis] mighty[RV] one, The churner[√मथ् अच्]"
2569.1,amam,word,mighty,MW.ama.13749 Acc.M.S,"The subduing[Bhaṭṭ] Roaring[Śis] mighty[RV] one, The churner[√मथ् अच्]"
2569.1,maTam,word,Destroyer,DHATU.maTe~.Bhvadi KRT.ac Acc.M.S,"The subduing[Bhaṭṭ] Roaring[Śis] mighty[RV] one, The churner[√मथ् अच्]"
2571.1,sajja,stem,bow,MW.sajja.229027,O who attacks[RV] using a bow[MBh]
2571.1,vama,word,emitting,MW.vama.186418 Voc.M.S,O who attacks[RV] using a bow[MBh]
2571.1,Ahana,word,Killer,DHATU.A-hana~. KRT.ac Voc.M.S,O who attacks[RV] using a bow[MBh]
2572.1,Sada,stem,harvest,MW.Sada.212485,"The harvest[Gaut] bringer[√वह्], the destroyer[√जॄ]"
2572.1,vaham,word,bringer,MW.vaha.189254 Acc.M.S,"The harvest[Gaut] bringer[√वह्], the destroyer[√जॄ]"
2572.1,jaram,word,destroyer,DHATU.jF.Bhvadi KRT.ac Acc.M.S,"The harvest[Gaut] bringer[√वह्], the destroyer[√जॄ]"
2573.1,sa,stem,with,MW.sa.225591.1,O shattering[√दल् शतृॅं] Killer[Hariv]
2573.1,dalat,stem,shards,DHATU.dala~.Bhvadi KRT.Satf,O shattering[√दल् शतृॅं] Killer[Hariv]
2573.1,hanana,word,Killer,MW.hanana.260422 Voc.M.S,O shattering[√दल् शतृॅं] Killer[Hariv]
2574.1,yam,word,Who,PRON.yad Acc.M.S,"Who[यद्] is the subduer[√नम्], the noble[RV], the mighty[RV][sandhi यम् नम यन्नम]"
2574.1,nama,stem,turn away,DHATU.Rama~.Bhvadi KRT.ac MW.nam.103825,"Who[यद्] is the subduer[√नम्], the noble[RV], the mighty[RV][sandhi यम् नम यन्नम]"
2574.1,vAma,stem,noble,MW.vAma.190924,"Who[यद्] is the subduer[√नम्], the noble[RV], the mighty[RV][sandhi यम् नम यन्नम]"
2574.1,maham,word,mighty,MW.maha.159155 Acc.M.S,"Who[यद्] is the subduer[√नम्], the noble[RV], the mighty[RV][sandhi यम् नम यन्नम]"
2575.1,rava,stem,roaring,DHATU.ru. KRT.ac Voc.M.S,The roaring[√रु अच्] God[MBh]
2575.1,amaram,word,God,MW.amara.13862 Acc.M.S,The roaring[√रु अच्] God[MBh]
2576.1,Dana,stem,riches,MW.Dana.99260,O giver[Sis] of the joy[Pāṇ] of riches[RV]
2576.1,madra,stem,joy,MW.madra.155689,O giver[Sis] of the joy[Pāṇ] of riches[RV]
2576.1,ra,word,giver,MW.ra.173014 Voc.M.S,O giver[Sis] of the joy[Pāṇ] of riches[RV]
2577.1,ahar,stem,day,MW.ahar.21710,O my incomparable[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ]
2577.1,cala,stem,wander,MW.cala.72588,O my incomparable[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ]
2577.1,vaha,word,bearer,MW.vaha.189259 Voc.M.S,O my incomparable[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ]
2577.1,mama,word,my,PRON.asmad. Gen.S,O my incomparable[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ]
2577.1,asama,word,unequalled,MW.asama.20660 Voc.M.S,O my incomparable[RV] bearer[MBh] of the day wanderer(Sun)[cf ahaścara ŚāṅkhGṛ]
2578.1,ravasam,word,roaring,MW.ravasa.175333 Acc.M.S,The roaring[RV] anointer's[अञ्ज् अच्] council[RV] [SR: bhiṣak sabhāpati]
2578.1,aYja,stem,anoint,DHATU.anjU~.Rudhadi KRT.ac Voc.M.S,The roaring[RV] anointer's[अञ्ज् अच्] council[RV] [SR: bhiṣak sabhāpati]
2578.1,saBam,word,council,MW.saBa.232863 Acc.M.S,The roaring[RV] anointer's[अञ्ज् अच्] council[RV] [SR: bhiṣak sabhāpati]
2579.1,trARa,stem,protection,MW.trARa.87528,"O whose protection[MBh] is powerful[RV], O Vṛtra[R] Killer[RV]"
2579.1,ama,word,mighty,MW.ama.13750 Voc.M.S,"O whose protection[MBh] is powerful[RV], O Vṛtra[R] Killer[RV]"
2579.1,Cada,stem,Coverer,MW.Cada.75460,"O whose protection[MBh] is powerful[RV], O Vṛtra[R] Killer[RV]"
2579.1,han,word,Killer,MW.han.260418 Voc.M.S,"O whose protection[MBh] is powerful[RV], O Vṛtra[R] Killer[RV]"
2580.1,dama,stem,restraint,MW.dama.90249,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one
2580.1,vaha,stem,bearing,MW.vaha.189254,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one
2580.1,A,stem,fully,MW.A.22015.50,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one
2580.1,maTa,stem,churning,DHATU.maTe~.Bhvadi KRT.ac Voc.M.S,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one
2580.1,mahAn,word,great,MW.mahA.161640 Acc.M.P,The restraint[ŚBr] bearing[MBh] Churning[आ-√मथ् अच्] great[RV] one
2581.1,tad,word,That,INDC.tad.82048,O He who carries a staff[TBr][khaṭvāṅgadhara = śiva BhP]
2581.1,Sala,stem,staff,MW.Sala.214064,O He who carries a staff[TBr][khaṭvāṅgadhara = śiva BhP]
2581.1,vahamAna,word,carry,DHATU.vaha~.Bhvadi KRT.SAnac Voc.M.S,O He who carries a staff[TBr][khaṭvāṅgadhara = śiva BhP]
2582.1,ravasa,stem,roaring,MW.ravasa.175333,The one bowing[Kāvyād] to the Roaring[RV] anointer[√अञ्ज् अच्]
2582.1,aYjam,word,Roaring,DHATU.anjU~.Rudhadi KRT.ac Acc.M.S,The one bowing[Kāvyād] to the Roaring[RV] anointer[√अञ्ज् अच्]
2582.1,nAmanaH,word,bowing,MW.nAmana.103901.1 Nom.M.S,The one bowing[Kāvyād] to the Roaring[RV] anointer[√अञ्ज् अच्]
2584.1,dakza,word,able,MW.dakza.89317 Voc.M.S,O able one[RV] who wins me over[MBh][√हृ शतृ]
2584.1,mAm,word,me,MW.mA.153883 Acc.M.S,O able one[RV] who wins me over[MBh][√हृ शतृ]
2584.1,haran,word,Seizer,DHATU.hf. KRT.Satf Voc.M.S,O able one[RV] who wins me over[MBh][√हृ शतृ]
2585.1,Kara,stem,cloud,MW.Kara.61355,saluting cloud[R] bringer[MBh]
2585.1,vaha,stem,bearer,MW.vaha.189254,saluting cloud[R] bringer[MBh]
2585.1,maha,word,great,MW.maha.159156 Voc.M.S,saluting cloud[R] bringer[MBh]
2585.1,namana,word,saluting,MW.namana.103839 Voc.M.S,saluting cloud[R] bringer[MBh]
2586.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] unwealthy one[MBh][SR: daridran]
2586.1,aDana,word,destitute,MW.aDana.3955 Voc.M.S,O Roaring[√रु अच्] destitute one[MBh][SR: daridran]
2587.1,dama,stem,subduing,MW.dama.90250,O subduing[MBh] anointer[√अञ्ज् शतृ]
2587.1,aYjan,word,anoint,DHATU.anjU~.Rudhadi KRT.Satf Voc.M.S,O subduing[MBh] anointer[√अञ्ज् शतृ]
2591.1,aSma,stem,thunderbolt,MW.aSma,The thunderbolt[RV] thrower[√अस् अच्]
2591.1,asam,word,thrower,DHATU.asa~^. KRT.ac Acc.M.S,The thunderbolt[RV] thrower[√अस् अच्]
2592.1,cama,stem,devouring,MW.cama.72051,O devouring[Bhaṭṭ] Roarer[√मञ्ज् ल्युट्][annāda]
2592.1,maYjana,word,Roarer,DHATU.maYja~. KRT.lyuw Voc.M.S,O devouring[Bhaṭṭ] Roarer[√मञ्ज् ल्युट्][annāda]
2593.1,mAna,stem,honored,MW.mAna.161764,O Honored[√मन् लोट्] benevolent[TS] one
2593.1,Amana,word,Sickness,MW.Amana.25439 Voc.M.S,O Honored[√मन् लोट्] benevolent[TS] one
2594.1,cazwa,stem,manifested,DHATU.cakziN.Adadi KRT.kta,"The manifested [√चक्ष् क्त], splendid[RV] excellent[RV] one"
2594.1,vAma,stem,splendid,MW.vAma.190924,"The manifested [√चक्ष् क्त], splendid[RV] excellent[RV] one"
2594.1,varam,word,excellent,MW.varam.186779.16 Nom.M.S,"The manifested [√चक्ष् क्त], splendid[RV] excellent[RV] one"
2595.1,mAnam,word,honor,MW.mAna.162725 Acc.M.S,Rudra[MBh] (has) honor[MBh] and splendor[MBh]
2595.1,ABAm,word,splendor,MW.ABA.25231 Acc.M.S,Rudra[MBh] (has) honor[MBh] and splendor[MBh]
2595.1,haraH,word,śiva,MW.hara.260680 Nom.M.S,Rudra[MBh] (has) honor[MBh] and splendor[MBh]
2596.1,damana,stem,subduing,MW.damana.90271,O one fond of subduing[MBh] and killing[Gaut]
2596.1,hAna,stem,killer,MW.hAna.262517,O one fond of subduing[MBh] and killing[Gaut]
2596.1,kAma,word,subduing,MW.kAma.43900 Voc.M.S,O one fond of subduing[MBh] and killing[Gaut]
2597.1,kam,word,excellent,MW.kam.43756.1 Nom.M.S,The excellent[śbr] mighty one[RV]
2597.1,maham,word,mighty,MW.maha.159156 Acc.M.S,The excellent[śbr] mighty one[RV]
2598.1,Kara,stem,cutting,MW.Kara.61341,Saluting[√नम् शतृ] the cutting(sword)[MBh] carrier[MBh]
2598.1,vaha,stem,carrier,MW.vaha.189254,Saluting[√नम् शतृ] the sword[MBh] carrier[MBh]
2598.1,naman,word,saluting,DHATU.Ra\ma~. KRT.Satf  Nom.M.S,Saluting[√नम् शतृ] the sword[MBh] carrier[MBh]
2599.1,Arava,word,Roarer,MW.Arava.26220 Voc.M.S,O Roarer[√रु] O Wanderer[√यय्]
2599.1,Ayaya,word,wander,DHATU.A-yaya~.Bhvadi KRT.ac Voc.M.S,O Roarer[√रु] O Wanderer[√यय्]
2600.1,rava,word,roaring,DHATU.ru. KRT.ac Voc.M.S,O roaring[√रु अच्] braided[MBh] meditating one[√मान् अच्]
2600.1,jawamAna,stem,braided,DHATU.jawa~.Bhvadi KRT.cAnaS Voc.M.S,O roaring[√रु अच्] braided[MBh] meditating one[√मान् अच्]
2601.1,DanI,word,wealthy,MW.Dana.99260 TAD.ini Nom.M.S,wealthy one[RV]
2602.1,tAna,word,roarer,DHATU.tana~.Curadi MW.tan.82220 KRT.ac Voc.M.S,The destroying[√तन् अच्] one who ties[√मव् अच्] (braids)
2602.1,mava,word,ties,DHATU.mava~. KRT.ac Voc.M.S,The destroying[√तन् अच्] one who ties[√मव् अच्] (braids)
2603.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] consumer[√चम् शतृ] [annāda]
2603.1,caman,word,consumer,DHATU.camu~. KRT.Satf Nom.M.S,O Roaring[√रु अच्] consumer[√चम् शतृ] [annāda]
2604.1,rava,stem,roaring,MW.rava.175308,O one who is going[Hariv] roaring[√रु अच्]
2604.1,sfta,word,going,MW.sfta.251843 Voc.M.S,O one who moves swiftly[Hariv] roaring[√रु अच्]
2605.1,dada,word,generous,MW.dada.89875 Voc.M.S,O generous[Pāṇ] destroyer[MBh]
2605.1,Samana,word,destroyer,MW.Samana.212956 Voc.M.S,O generous[Pāṇ] destroyer[MBh]
2606.1,rava,word,roaring,MW.rava.175305 Voc.M.S,May I worship[√मान् लिट् 1s] the roaring[√रु अच्] pleased one[आ-√कन् क्विप्]
2606.1,mamAna,word,worship,DHATU.mAna~.Bhvadi TIN.liw.1.S,May I worship[√मान् लिट् 1s] the roaring[√रु अच्] pleased one[आ-√कन् क्विप्]
2606.1,A,stem,fully,MW.A.22014,May I worship[√मान् लिट् 1s] the roaring[√रु अच्] pleased one[आ-√कन् क्विप्]
2606.1,kA,word,pleased,MW.ka.41336 Nom.F.S,May I worship[√मान् लिट् 1s] the roaring[√रु अच्] pleased one[आ-√कन् क्विप्]
2607.1,raRam,stem,battle,MW.raRa.174077 CMP,O victorious[RV] in battle[RV][=raṇajaya]
2607.1,jaya,word,victorious,MW.jaya.77323 Voc.M.S,O victorious[RV] in battle[RV][=raṇajaya]
2608.1,hanana,stem,killer,MW.hanana.260422,O one who kills[Hariv] by throwing[√वम्] thunderbolts[RV]
2608.1,vama,stem,emitting,MW.vama.186418,O one who kills[Hariv] by throwing[√वम्] thunderbolts[RV]
2608.1,aSma,word,thunderbolt,MW.aSma.19708 Voc.M.S,O one who kills[Hariv] by throwing[√वम्] thunderbolts[RV]
2609.1,rahasvan,word,speed,MW.rahas.173041 TAD.matup Voc.M.S,O swift[BhP] roaring[√वन् अच्] respected one[MBh]
2609.1,mAna,word,respected,MW.mAna.162722 Voc.M.S,O swift[BhP] roaring[√वन् अच्] respected one[MBh]
2610.1,prahara,word,throws,MW.prahara.138528 Voc.M.S,O one who hurls (thunderbolts)[AV]
2611.1,Dana,stem,swift,DHATU.Dana~.Juhotyadi KRT.ac,The swift[Dhatup] immortals[ŚBr]
2611.1,amarAn,word,immortals,MW.amara.13861 Acc.M.P,The swift[Dhatup] immortals[ŚBr]
2612.1,tasa,stem,Thrower,DHATU.tasu~.Divadi KRT.ac,O destroying[√तस् अच्] ever meditating one[√मन् यङि अच्](Rudra)
2612.1,namana,word,bending,MW.namana.103837 Voc.M.S,O destroying[√तस् अच्] ever meditating one[√मन् यङि अच्](Rudra)
2613.1,anarva,stem,unstoppable,MW.anarva.5239,O Unceasing[RV] Roarer[√मञ्ज् ल्युट्]
2613.1,maYjana,word,Roarer,DHATU.maYja~. KRT.lyuw Voc.M.S,O Unceasing[RV] Roarer[√मञ्ज् ल्युट्]
2615.1,mavam,word,braids,DHATU.mava~. KRT.ac Acc.M.S,The one who ties his braids[√मव् अच्]
2616.1,Amaha,stem,giver,MW.Amah.25497 TAD.aR,O undiminished[AV] giver[आ-√मह्  RV 7.97.2]
2616.1,anUna,word,undiminished,MW.anUna.7733 Voc.M.S,O undiminished[AV] giver[आ-√मह्  RV 7.97.2]
2617.1,ravAt,word,from the roarer,DHATU.ru. KRT.ac Abl.M.S,Wealth[RV] from the Roarer[√रु अच्]
2617.1,Danam,word,Wealth,MW.Dana.99260 Acc.M.S,Wealth[RV] from the Roarer[√रु अच्]
2618.1,tamra,stem,darkening,MW.tamra.83004,The Darkness[RV] subduing[Pāṇ] great one[Naigh 3.1.2]
2618.1,vaSa,stem,subduing,MW.vaSa.188406,The Darkness[RV] subduing[Pāṇ] great one[Naigh 3.1.2]
2618.1,mahan,word,great,MW.mahan.159265 Voc.M.S,O Darkness[RV] subduing[Pāṇ] great one[Naigh 3.1.2]
2619.1,ahata,stem,unblemished,MW.ahata.21640,O pure[BhP] speaking[√वच् शतृ] Killer[RV]
2619.1,vacat,stem,speaking,DHATU.vaca~.Adadi KRT.Satf,O pure[BhP] speaking[√वच् शतृ] Killer[RV]
2619.1,Ahan,word,Slayer,DHATU.A-hana~. KRT.kvip Voc.M.S,O pure[BhP] speaking[√वच् शतृ] Killer[RV]
2620.1,manam,stem,mind,MW.mana.156714 CMP,O mind[RV] conqueror[RV]
2620.1,jaya,word,victor,MW.jaya.77323 Voc.M.S,O mind[RV] conqueror[RV]
2621.1,jama,stem,best,DHATU.jamu~.Bhvadi KRT.ac Voc.M.S,The best[MBh] consumer[√जम् अच्]
2621.1,varam,word,consumer,MW.varam.186779.16 Nom.M.S,The best[MBh] consumer[√जम् अच्]
2622.1,BARa,stem,roaring,DHATU.BaRa~.Bhvadi KRT.GaY,The roaring[√भण् घञ्] thunderbolt[RV]
2622.1,vajram,word,thunderbolt,MW.vajra.184795 Acc.M.S,The roaring[√भण् घञ्] thunderbolt[RV]
2625.1,A,stem,out of,MW.A.22011.1,of[RV] the council[RV; SR: sabhāpati]
2625.1,saBAm,word,council,MW.saBA.232903 Acc.M.S,of[RV] the council[RV; SR: sabhāpati]
2626.1,rAt,stem,generous,DHATU.rA\.Adadi KRT.Satf,The generous praiseworthy[RV] one[√रा शतृँ][-त् + न = न्न]
2626.1,navyam,word,praiseworthy,MW.navya.104617 Acc.M.S,The generous praiseworthy[RV] one[√रा शतृँ][-त् + न = न्न]
2627.1,ravARa,stem,roaring,MW.ravARa.175328,O roaring honored[MBh] one[Bhaṭṭ]
2627.1,mAna,word,honored,MW.mAna.162837 Voc.M.S,O roaring honored[MBh] one[Bhaṭṭ]
2628.1,ravavan,word,Roarer,MW.rava.175305 TAD.matup Voc.M.S,O rising[√ऋ अच्] Roarer[रव मतुप्]
2628.1,ara,word,rising,DHATU.f. KRT.ac Voc.M.S,O rising[√ऋ अच्] Roarer[रव मतुप्]
2629.1,dada,stem,generous,MW.dada.89875,O generous[Pāṇ] Undefeated one[RV]
2629.1,ajaya,word,Unconquered,MW.ajaya.2078 Voc.M.S,O generous[Pāṇ] Unconquered one[RV]
2631.1,u,word,Indeed,MW.U.37942 Voc.M.S,Indeed[RV] O mighty[RV] honored one[MBh]
2631.1,ama,stem,mighty,MW.ama.13749,Indeed[RV] O mighty[RV] honored one[MBh]
2631.1,mAna,word,honor,MW.mAna.162722 Voc.M.S,Indeed[RV] O mighty[RV] honored one[MBh]
2634.1,tAtam,word,Father's,MW.tAta.83763 Acc.M.S,"Father's favor, O presiding one[√अस् शानच्]"
2634.1,avam,word,favor,MW.ava.16940 Acc.M.S,"Father's favor, O presiding one[√अस् शानच्]"
2634.1,AsIna,word,seated,MW.AsIna.27870 Voc.M.S,"Father's favor, O presiding one[√अस् शानच्]"
2635.1,rahasa,stem,disguised,MW.rahasa.175946,The disguised one[BhP] one with a bow[RV नम्र इनि] [SR: uṣṇīṣin pinākin]
2635.1,namrI,word,bow,MW.namra.103883 TAD.ini Nom.M.S,The disguised one[BhP] one with a bow[RV नम्र इनि] [SR: uṣṇīṣin pinākin]
2636.1,tasavat,stem,throwing,DHATU.tasu~. KRT.ac TAD.matup,The (lightning)throwing[√तस् मतुप्] Killer
2636.1,maram,word,killer,MW.mara.158111 Acc.M.S,The (lightning)throwing[√तस् मतुप्] Killer
2638.1,rara,word,give,DHATU.rA. TIN.liw.2.P,May you all give[√रा लिट् 2p] us the mighty[RV] Soma[RV]
2638.1,ama,stem,mighty,MW.ama.13750,May you all give[√रा लिट् 2p] us the mighty[RV] Soma[RV]
2638.1,madam,word,Soma,MW.mada.155337 Acc.M.S,May you all give[√रा लिट् 2p] us the mighty[RV] Soma[RV]
2639.1,sa,stem,with,MW.sa.225593,The one appearing[Vedāntas] covered in ash[=Shiva AV]
2639.1,BAna,stem,appearing,MW.BAna.149866,The one appearing[Vedāntas] covered in ash[=Shiva AV]
2639.1,Basma,stem,ashes,MW.Basma.149316,The one appearing[Vedāntas] covered in ash[=Shiva AV]
2639.1,ram,word,possessing,MW.ra.173017 Acc.M.S,The one appearing[Vedāntas] covered in ash[=Shiva AV]
2640.1,damana,stem,subduing,MW.damana.90271,"O Subduer[MBh], O Destroyer[BhP]"
2640.1,dahana,word,destroyer,MW.dahana.91171 Voc.M.S,"O Subduer[MBh], O Destroyer[BhP]"
2641.1,talva,stem,Scented,MW.talva.83603,Scented[W] leaf[RV] [तल्व पर्ण also a Name ]
2641.1,parRa,word,leaf,MW.parRa.119473 Voc.M.S,Scented[W] leaf[RV] [तल्व पर्ण also a Name ]
2642.1,A,stem,O,MW.A.22011,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Shiva, SR: śatadhanvani]"
2642.1,hala,stem,plough,MW.hala.261759,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Shiva, SR: śatadhanvani]"
2642.1,vaha,word,bearer,MW.vaha.189254 Voc.M.S,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Shiva, SR: śatadhanvani]"
2642.1,Sata,stem,hundred,MW.Sata.211813,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Shiva, SR: śatadhanvani]"
2642.1,Dara,word,bearer,MW.Dara.99755 Voc.M.S,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Shiva, SR: śatadhanvani]"
2643.1,ravata,stem,Roaring,MW.ravata.175329,The ones in the Roaring[ĀpŚr] state[R]
2643.1,daSAn,word,state,MW.daSA.91094 Acc.M.P,The ones in the Roaring[ĀpŚr] state[R]
2644.1,rava,word,Roaring,MW.rava.175305 Voc.M.S,O Roaring[√रु] bringer[RV 1.92.1] of water[Naigh]
2644.1,jahma,stem,water,MW.jahman.78406,O Roaring[√रु] bringer[RV 1.92.1] of water[Naigh]
2644.1,aYjan,word,anointer,DHATU.anjU~.Rudhadi KRT.Satf Voc.M.S,O Roaring[√रु] bringer[RV 1.92.1] of water[Naigh]
2645.1,ravaH,word,roarer,DHATU.ru. KRT.ac Nom.M.S,The roarer[√रु अच्] who resounds[√मञ्ज् अच्] beyond[√तॄ शतृँ]
2645.1,maYja,word,resounds,DHATU.maYja~. KRT.ac Voc.M.S,The roarer[√रु अच्] who resounds[√मञ्ज् अच्] beyond[√तॄ शतृँ]
2645.1,taran,word,beyond,DHATU.tF. KRT.Satf Nom.M.S,The roarer[√रु अच्] who resounds[√मञ्ज् अच्] beyond[√तॄ शतृँ]
2646.1,dA,word,giver,MW.dA.91212 Ins.M.S,By the giver; bearing a hundred streams
2646.1,Sata,stem,hundred,MW.Sata.211813,By the giver; bearing a hundred streams
2646.1,DAra,stem,streams,MW.DAra.101038,By the giver; bearing a hundred streams
2646.1,vahamayam,stem,bearing,MW.vaha.189254 TAD.mayaw Acc.M.S,By the giver; bearing a hundred streams
2647.1,madana,stem,Kāma,MW.madana.155460,O who received[√रक् अच्] Kāma's[MBh] arrow[RV]
2647.1,bARa,stem,arrow,MW.bARa.144242,O who received[√रक् अच्] Kāma's[MBh] arrow[RV]
2647.1,raka,word,receive,DHATU.raka~.Curadi KRT.ac Voc.M.S,O who received[√रक् अच्] Kāma's[MBh] arrow[RV]
2648.1,aSma,stem,stone,MW.aSman.19713,O bestower[√रा चानश्] of thunderbolts[RV]
2648.1,rARa,word,roaring,DHATU.rA.Adadi KRT.cAnaS MW.rA.176008 Voc.M.S,O bestower[√रा चानश्] of thunderbolts[RV]
2650.1,SanEH,word,gradually,INDC.SanEs.212529,gradually[RV]
2653.1,kam,word,Excellent,MW.kam.43756.1 Nom.M.S,O blessed[RV] slaughterer[आ √शस् शतृ]
2653.1,ASasan,word,Slaughterer,DHATU.A-Sasu~.Juhotyadi KRT.Satf Voc.M.S,O blessed[RV] slaughterer[आ √शस् शतृ]
2654.1,hAna,stem,destroying,MW.hAna.262517,Destroying[Śaṃk] Spirit[VS]
2654.1,mAnasIH,word,Spirit,MW.mAnasI.162935 Nom.M.S,Spirit[VS] of destruction[Śaṃk]
2655.1,anna,stem,food,MW.anna.8478,Food[RV] portions[RV](=Annamaya kośa TUp)
2655.1,aMSAn,word,portions,MW.aMSa.10 Acc.M.P,Food[RV] portions[RV](=Annamaya kośa TUp)
2656.1,mAna,stem,honored,MW.mAna.161764,O honored[MBh] powerful[RV] ever meditating[√मन् यङि अच्] one
2656.1,ama,stem,powerful,MW.ama.13749,O honored[MBh] powerful[RV] ever meditating[√मन् यङि अच्] one
2656.1,mammana,word,ever meditator,DHATU.manu~\. KRT.yaN.ac Voc.M.S,O honored[MBh] powerful[RV] ever meditating[√मन् यङि अच्] one
2657.1,nAna,word,protect,DHATU.Raya~.Bhvadi MW.nay.103919 TIN.yaNluk.low.2.S,"Ever protect [√नय् यङ्लुकि लोट् 2s] your obedient ones[Kathās, मयट्]"
2657.1,vaSamayAn,word,obedient,MW.vaSa.188395 TAD.mayaw Acc.M.P,"Ever protect [√नय् यङ्लुकि लोट् 2s] your obedient ones[Kathās, मयट्]"
2658.1,rarARa,word,roaring,DHATU.raRa~. TIN.liw.3.S,May the concealer[√वृ शतृ] roar[√रण् लिट् 3s] [SR: uṣṇīṣin]
